UserGestureID,UserID,GestureID,GestureData,CreationDate,UpdationDate
298,9623917503,10,"640 117 278,544 134 557,474 220 790,485 370 1882,646 438 1357,692 357 1599,637 274 1821,554 270 2092,481 315 1910,-14 29 0,-14 29 0,-14 29 0,-14 29 0,-14 29 0,-14 29 0,-14 29 0,-14 29 0,-14 29 0,-14 29 0,-14 29 0,-14 29 0,-14 29 0,-14 29 0,-14 29 0,-14 29 0,-14 29 0,-14 29 0,-14 29 0,-14 29 0,-14 29 0,-14 29 0,-14 29 0,-14 29 0,-14 29 0,-14 29 0,-14 29 0,-14 29 0,-14 29 0,-14 29 0,-14 29 0,-14 29 0,-14 29 0,-14 29 0,-14 29 0,-14 29 0,-14 29 0,-14 29 0,-14 29 0,-14 29 0,-14 29 0,-14 29 0,-14 29 0,-14 29 0,-14 29 0,-14 29 0,-14 29 0,-14 29 0,-14 29 0,-14 29 0,-14 29 0,-14 29 0,-14 29 0,-14 29 0,-14 29 0","2023-02-26 15:41:58","2023-02-26 15:41:58"
299,9623917503,10,"638 99 535,537 130 828,462 213 1036,534 429 1476,686 435 1754,662 320 2048,581 261 2331,510 281 2635,460 330 2107,47 15 0,47 15 0,47 15 0,47 15 0,47 15 0,47 15 0,47 15 0,47 15 0,47 15 0,47 15 0,47 15 0,47 15 0,47 15 0,47 15 0,47 15 0,47 15 0,47 15 0,47 15 0,47 15 0,47 15 0,47 15 0,47 15 0,47 15 0,47 15 0,47 15 0,47 15 0,47 15 0,47 15 0,47 15 0,47 15 0,47 15 0,47 15 0,47 15 0,47 15 0,47 15 0,47 15 0,47 15 0,47 15 0,47 15 0,47 15 0,47 15 0,47 15 0,47 15 0,47 15 0,47 15 0,47 15 0,47 15 0,47 15 0,47 15 0,47 15 0,47 15 0,47 15 0,47 15 0,47 15 0,47 15 0","2023-02-26 15:42:10","2023-02-26 15:42:10"
300,9623917503,10,"617 131 467,500 192 826,489 306 1944,539 406 1328,669 396 1569,652 309 1905,552 277 2292,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0,27 34 0","2023-02-26 15:42:20","2023-02-26 15:42:20"
301,9004801107,1,"591 117 196,580 117 268,567 120 284,550 123 301,537 125 315,524 129 331,514 132 347,509 133 374,505 136 429,498 139 448,490 146 464,482 152 483,478 156 507,477 159 533,475 164 556,474 171 573,474 177 589,474 185 609,474 189 628,474 193 644,475 196 668,476 200 694,478 204 714,480 207 734,481 210 749,483 214 772,487 218 792,492 222 812,500 227 830,518 234 855,523 236 862,535 240 880,544 242 895,551 244 905,556 245 929,560 247 958,564 250 976,573 254 995,585 258 1011,596 261 1031,604 267 1046,611 271 1061,618 276 1081,625 280 1101,631 284 1118,641 290 1132,650 298 1152,658 308 1167,664 318 1183,669 326 1194,674 332 1211,676 336 1239,676 340 1259,676 347 1276,675 353 1292,675 360 1321,674 369 1352,669 380 1399,657 397 1449,642 413 1510,610 430 1578,572 444 1632,534 432 1699,490 398 1790","2023-02-26 15:44:45","2023-02-26 15:44:45"
302,9004801107,1,"591 139 193,561 135 282,538 134 324,526 134 405,512 140 454,502 146 491,496 153 545,491 162 601,485 176 646,484 189 677,491 202 726,497 212 783,507 225 823,520 242 879,536 257 921,551 267 963,568 276 1015,588 285 1065,606 295 1115,622 306 1168,640 320 1212,655 333 1256,661 343 1310,665 360 1362,667 376 1405,667 390 1444,665 401 1485,661 410 1544,654 416 1634,642 421 1710,627 425 1746,618 428 1805,604 429 1884,590 429 1946,575 426 1995,554 416 2031,535 405 2067,522 395 2111,508 381 2163,56 38 0,56 38 0,56 38 0,56 38 0,56 38 0,56 38 0,56 38 0,56 38 0,56 38 0,56 38 0,56 38 0,56 38 0,56 38 0,56 38 0,56 38 0,56 38 0,56 38 0,56 38 0,56 38 0,56 38 0,56 38 0,56 38 0,56 38 0,56 38 0,56 38 0","2023-02-26 15:44:54","2023-02-26 15:44:54"
303,9004801107,1,"615 138 258,563 126 342,535 126 467,492 140 534,470 151 647,467 172 766,470 194 845,477 213 951,491 233 1039,509 244 1139,539 251 1204,567 256 1277,591 259 1351,623 270 1414,642 284 1507,659 304 1606,673 328 1672,682 357 1746,682 378 1828,671 399 1905,648 418 1975,614 437 2080,566 434 2192,527 417 2268,500 384 2403,73 28 0,73 28 0,73 28 0,73 28 0,73 28 0,73 28 0,73 28 0,73 28 0,73 28 0,73 28 0,73 28 0,73 28 0,73 28 0,73 28 0,73 28 0,73 28 0,73 28 0,73 28 0,73 28 0,73 28 0,73 28 0,73 28 0,73 28 0,73 28 0,73 28 0,73 28 0,73 28 0,73 28 0,73 28 0,73 28 0,73 28 0,73 28 0,73 28 0,73 28 0,73 28 0,73 28 0,73 28 0,73 28 0,73 28 0","2023-02-26 15:45:02","2023-02-26 15:45:02"
304,9004801107,1,"600 135 290,552 123 505,527 121 636,502 134 817,481 162 917,477 187 1023,486 215 1153,512 231 1294,550 240 1407,589 252 1511,621 271 1608,642 287 1708,666 327 1856,679 374 1994,669 410 2123,636 436 2264,582 438 2405,531 404 2498,480 354 2586,33 8 0,33 8 0,33 8 0,33 8 0,33 8 0,33 8 0,33 8 0,33 8 0,33 8 0,33 8 0,33 8 0,33 8 0,33 8 0,33 8 0,33 8 0,33 8 0,33 8 0,33 8 0,33 8 0,33 8 0,33 8 0,33 8 0,33 8 0,33 8 0,33 8 0,33 8 0,33 8 0,33 8 0,33 8 0,33 8 0,33 8 0,33 8 0,33 8 0,33 8 0,33 8 0,33 8 0,33 8 0,33 8 0,33 8 0,33 8 0,33 8 0,33 8 0,33 8 0,33 8 0,33 8 0","2023-02-26 15:45:11","2023-02-26 15:45:11"
305,9004801107,1,"597 146 194,547 131 363,508 157 538,512 207 669,543 240 812,615 269 967,656 301 1133,657 367 1283,625 421 1443,554 424 1605,501 385 1718,54 34 0,54 34 0,54 34 0,54 34 0,54 34 0,54 34 0,54 34 0,54 34 0,54 34 0,54 34 0,54 34 0,54 34 0,54 34 0,54 34 0,54 34 0,54 34 0,54 34 0,54 34 0,54 34 0,54 34 0,54 34 0,54 34 0,54 34 0,54 34 0,54 34 0,54 34 0,54 34 0,54 34 0,54 34 0,54 34 0,54 34 0,54 34 0,54 34 0,54 34 0,54 34 0,54 34 0,54 34 0,54 34 0,54 34 0,54 34 0,54 34 0,54 34 0,54 34 0,54 34 0,54 34 0,54 34 0,54 34 0,54 34 0,54 34 0,54 34 0,54 34 0,54 34 0,54 34 0","2023-02-26 15:45:19","2023-02-26 15:45:19"
306,9004801107,1,"632 132 297,588 117 513,523 116 673,483 133 824,461 181 1009,483 224 1247,554 248 1429,626 268 1562,672 301 1732,685 361 1929,645 426 2117,561 441 2290,512 400 2473,56 15 0,56 15 0,56 15 0,56 15 0,56 15 0,56 15 0,56 15 0,56 15 0,56 15 0,56 15 0,56 15 0,56 15 0,56 15 0,56 15 0,56 15 0,56 15 0,56 15 0,56 15 0,56 15 0,56 15 0,56 15 0,56 15 0,56 15 0,56 15 0,56 15 0,56 15 0,56 15 0,56 15 0,56 15 0,56 15 0,56 15 0,56 15 0,56 15 0,56 15 0,56 15 0,56 15 0,56 15 0,56 15 0,56 15 0,56 15 0,56 15 0,56 15 0,56 15 0,56 15 0,56 15 0,56 15 0,56 15 0,56 15 0,56 15 0,56 15 0,56 15 0","2023-02-26 15:45:28","2023-02-26 15:45:28"
307,9004801107,1,"645 179 203,574 128 383,477 162 632,491 250 852,562 288 1002,666 325 1208,678 396 1481,619 437 1726,530 404 1904,50 27 0,50 27 0,50 27 0,50 27 0,50 27 0,50 27 0,50 27 0,50 27 0,50 27 0,50 27 0,50 27 0,50 27 0,50 27 0,50 27 0,50 27 0,50 27 0,50 27 0,50 27 0,50 27 0,50 27 0,50 27 0,50 27 0,50 27 0,50 27 0,50 27 0,50 27 0,50 27 0,50 27 0,50 27 0,50 27 0,50 27 0,50 27 0,50 27 0,50 27 0,50 27 0,50 27 0,50 27 0,50 27 0,50 27 0,50 27 0,50 27 0,50 27 0,50 27 0,50 27 0,50 27 0,50 27 0,50 27 0,50 27 0,50 27 0,50 27 0,50 27 0,50 27 0,50 27 0,50 27 0,50 27 0","2023-02-26 15:45:36","2023-02-26 15:45:36"
308,9004801107,1,"556 124 272,479 181 530,518 256 751,633 305 994,672 376 1207,622 439 1437,542 415 1651,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0,47 -14 0","2023-02-26 15:45:43","2023-02-26 15:45:43"
309,9004801107,1,"547 119 192,464 140 454,509 230 739,647 282 958,693 369 1223,601 446 1498,460 395 1644,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0,-21 29 0","2023-02-26 15:45:58","2023-02-26 15:45:58"
310,9004801107,1,"546 130 280,474 189 633,554 267 954,669 330 1250,634 427 1561,529 407 1851,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0,7 5 0","2023-02-26 15:46:06","2023-02-26 15:46:06"
311,9004801107,1,"579 124 368,521 168 651,596 259 953,658 376 1283,525 424 1569,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0,47 8 0","2023-02-26 15:46:14","2023-02-26 15:46:14"
312,9004801107,1,"520 143 345,562 243 731,665 373 1022,559 417 1347,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0,11 13 0","2023-02-26 15:46:21","2023-02-26 15:46:21"
313,9004801107,1,"519 188 394,629 304 801,604 405 1199,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0,42 56 0","2023-02-26 15:46:29","2023-02-26 15:46:29"
314,9004801107,1,"516 158 510,620 286 1103,653 403 1350,534 419 1621,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0,-26 29 0","2023-02-26 15:46:40","2023-02-26 15:46:40"
315,9004801107,1,"512 172 414,604 243 558,650 380 1151,504 376 1488,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0,37 75 0","2023-02-26 15:46:50","2023-02-26 15:46:50"
316,9004801107,1,"530 151 420,521 244 858,653 354 1310,563 407 1827,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0,-10 15 0","2023-02-26 15:47:00","2023-02-26 15:47:00"
317,9004801107,1,"539 144 370,522 230 782,650 336 1294,559 411 1837,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0,10 12 0","2023-02-26 15:47:09","2023-02-26 15:47:09"
318,9004801107,1,"520 150 559,557 242 1098,654 345 1488,551 418 1858,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0,13 4 0","2023-02-26 15:47:17","2023-02-26 15:47:17"
319,9004801107,1,"525 167 499,636 299 1108,583 416 1550,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0,28 12 0","2023-02-26 15:47:25","2023-02-26 15:47:25"
320,9004801107,1,"504 170 756,653 330 1504,555 417 1919,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0,-35 1 0","2023-02-26 15:47:33","2023-02-26 15:47:33"
321,9004801107,1,"525 165 718,640 308 1479,583 426 1980,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0,-11 9 0","2023-02-26 15:47:42","2023-02-26 15:47:42"
322,9004801107,1,"535 146 562,535 248 1167,607 378 1961,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0","2023-02-26 15:47:50","2023-02-26 15:47:50"
323,9004801107,1,"524 171 661,630 301 1383,590 413 1956,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0,-16 14 0","2023-02-26 15:47:59","2023-02-26 15:47:59"
324,9004801107,1,"614 141 109,605 138 156,598 136 168,592 135 183,587 134 202,581 132 223,575 131 240,569 129 261,562 128 287,556 128 306,551 128 324,546 128 338,540 128 351,533 130 363,528 131 378,524 133 402,521 135 429,517 139 456,514 144 472,512 149 488,509 157 506,506 166 520,503 173 534,503 182 546,503 192 566,508 206 585,516 220 605,525 231 621,536 245 636,551 260 652,576 275 675,595 287 691,607 295 703,617 301 721,622 303 738,625 304 753,629 306 771,633 308 796,636 311 816,643 315 839,648 319 855,653 323 875,655 326 890,657 330 906,658 336 922,660 344 937,662 354 953,664 365 972,664 372 987,664 379 1003,663 385 1023,660 393 1042,657 400 1058,653 408 1077,646 416 1097,641 422 1113,637 428 1142,630 432 1184,615 435 1227,598 434 1254,577 429 1282,555 419 1319,522 398 1372,494 378 1436","2023-02-26 15:55:57","2023-02-26 15:55:57"
325,9004801107,1,"616 158 153,603 150 223,586 143 265,571 139 308,552 139 347,535 139 385,518 139 426,505 139 465,493 143 518,483 150 571,477 162 618,473 177 658,473 190 689,476 210 733,485 229 768,497 246 811,509 261 851,523 269 900,544 275 947,564 279 991,588 282 1037,616 289 1083,635 295 1128,649 304 1176,658 316 1215,668 335 1258,675 348 1301,677 360 1344,676 375 1394,671 386 1439,659 397 1476,642 406 1524,619 413 1566,588 421 1613,567 421 1664,546 411 1711,519 395 1744,490 363 1796,47 58 0,47 58 0,47 58 0,47 58 0,47 58 0,47 58 0,47 58 0,47 58 0,47 58 0,47 58 0,47 58 0,47 58 0,47 58 0,47 58 0,47 58 0,47 58 0,47 58 0,47 58 0,47 58 0,47 58 0,47 58 0,47 58 0,47 58 0,47 58 0,47 58 0,47 58 0","2023-02-26 15:56:04","2023-02-26 15:56:04"
326,9004801107,1,"634 161 116,609 148 189,585 143 265,562 143 349,531 152 401,509 166 475,504 195 555,518 224 617,535 243 673,566 262 728,594 272 798,616 286 866,634 298 929,647 317 1005,661 341 1065,669 371 1125,664 391 1208,629 410 1289,594 418 1338,560 414 1405,520 393 1471,487 369 1529,59 39 0,59 39 0,59 39 0,59 39 0,59 39 0,59 39 0,59 39 0,59 39 0,59 39 0,59 39 0,59 39 0,59 39 0,59 39 0,59 39 0,59 39 0,59 39 0,59 39 0,59 39 0,59 39 0,59 39 0,59 39 0,59 39 0,59 39 0,59 39 0,59 39 0,59 39 0,59 39 0,59 39 0,59 39 0,59 39 0,59 39 0,59 39 0,59 39 0,59 39 0,59 39 0,59 39 0,59 39 0,59 39 0,59 39 0,59 39 0,59 39 0,59 39 0","2023-02-26 15:56:12","2023-02-26 15:56:12"
327,9004801107,1,"579 146 167,538 137 258,512 145 388,493 165 478,489 199 576,503 230 667,540 254 762,579 266 857,610 285 934,641 315 1021,657 348 1130,658 378 1221,636 411 1318,598 423 1436,563 410 1530,526 384 1614,496 359 1708,7 48 0,7 48 0,7 48 0,7 48 0,7 48 0,7 48 0,7 48 0,7 48 0,7 48 0,7 48 0,7 48 0,7 48 0,7 48 0,7 48 0,7 48 0,7 48 0,7 48 0,7 48 0,7 48 0,7 48 0,7 48 0,7 48 0,7 48 0,7 48 0,7 48 0,7 48 0,7 48 0,7 48 0,7 48 0,7 48 0,7 48 0,7 48 0,7 48 0,7 48 0,7 48 0,7 48 0,7 48 0,7 48 0,7 48 0,7 48 0,7 48 0,7 48 0,7 48 0,7 48 0,7 48 0,7 48 0,7 48 0","2023-02-26 15:56:19","2023-02-26 15:56:19"
328,9004801107,1,"631 173 101,567 138 233,512 140 359,470 168 463,476 218 566,527 263 657,613 287 770,657 309 890,681 348 1011,674 400 1174,611 425 1303,549 419 1420,500 372 1546,13 63 0,13 63 0,13 63 0,13 63 0,13 63 0,13 63 0,13 63 0,13 63 0,13 63 0,13 63 0,13 63 0,13 63 0,13 63 0,13 63 0,13 63 0,13 63 0,13 63 0,13 63 0,13 63 0,13 63 0,13 63 0,13 63 0,13 63 0,13 63 0,13 63 0,13 63 0,13 63 0,13 63 0,13 63 0,13 63 0,13 63 0,13 63 0,13 63 0,13 63 0,13 63 0,13 63 0,13 63 0,13 63 0,13 63 0,13 63 0,13 63 0,13 63 0,13 63 0,13 63 0,13 63 0,13 63 0,13 63 0,13 63 0,13 63 0,13 63 0,13 63 0","2023-02-26 15:56:27","2023-02-26 15:56:27"
